Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,City location,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
1,CE,1886,May,,North America,GHCD-APR-2012,social,"Rallies are held throughout the United States demanding the eight-hour workday, culminating in the Haymarket affair in Chicago.",Eight-hour workday rallies held,"May 1, 1886 CE",https://en.wikipedia.org/wiki/May_1,1886-05-01,Chicago,"May 1, 1886",Wikipedia — May 1,exact,labor movement,United States,Gregorian (date-page convention),complete,,United States labor movement,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
1,CE,1891,May,,North America,GHCD-APR-2013,social,A mob in Louisiana lynches 11 Italian immigrants after the acquittal of several defendants in a murder case.,New Orleans lynchings,"May 1, 1891 CE",https://en.wikipedia.org/wiki/May_1,1891-05-01,New Orleans,"May 1, 1891",Wikipedia — May 1,exact,racial violence,United States,Gregorian (date-page convention),complete,,,National,"Secondary, community-edited reference",20,verified against date-page source,20,8
1,CE,1898,May,,Asia,GHCD-APR-2014,military,The United States Navy's Asiatic Squadron destroys the Spanish Pacific Squadron after a seven-hour battle.,Battle of Manila Bay,"May 1, 1898 CE",https://en.wikipedia.org/wiki/May_1,1898-05-01,Manila Bay,"May 1, 1898",Wikipedia — May 1,exact,naval battle,Philippines,Gregorian (date-page convention),complete,,United States Navy; Spanish Navy,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
1,CE,1900,May,,North America,GHCD-APR-2015,disaster,"A mine disaster in Scofield, Utah, kills over 200 men.",Scofield Mine disaster,"May 1, 1900 CE",https://en.wikipedia.org/wiki/May_1,1900-05-01,Scofield,"May 1, 1900",Wikipedia — May 1,exact,mining disaster,United States,Gregorian (date-page convention),complete,,,National,"Secondary, community-edited reference",20,verified against date-page source,20,7
1,CE,1929,May,,Asia,GHCD-APR-2016,disaster,"A magnitude 7.2 earthquake shakes the Iran–Turkmenistan border region, killing up to 3,800 and injuring 1,121.",Kopet Dag earthquake,"May 1, 1929 CE",https://en.wikipedia.org/wiki/May_1,1929-05-01,Iran–Turkmenistan border region,"May 1, 1929",Wikipedia — May 1,exact,earthquake,Iran,Gregorian (date-page convention),complete,,,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,8
1,CE,1946,May,,Oceania,GHCD-APR-2017,social,The three-year Pilbara strike of Indigenous Australians begins.,Pilbara strike begins,"May 1, 1946 CE",https://en.wikipedia.org/wiki/May_1,1946-05-01,Pilbara,"May 1, 1946",Wikipedia — May 1,exact,Indigenous labor action,Australia,Gregorian (date-page convention),complete,,,National,"Secondary, community-edited reference",20,verified against date-page source,20,8
1,CE,1960,May,,Europe,GHCD-APR-2018,political,"Francis Gary Powers is shot down over Sverdlovsk Oblast in a Lockheed U-2 spyplane, sparking a diplomatic crisis.",U-2 incident,"May 1, 1960 CE",https://en.wikipedia.org/wiki/May_1,1960-05-01,Sverdlovsk Oblast,"May 1, 1960",Wikipedia — May 1,exact,Cold War incident,Russia,Gregorian (date-page convention),complete,Francis Gary Powers,Soviet Union; United States,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
1,CE,1993,May,,Asia,GHCD-APR-2019,political,Sri Lankan President Ranasinghe Premadasa is assassinated in Colombo in a suicide bombing carried out by the Liberation Tigers of Tamil Eelam.,Assassination of Ranasinghe Premadasa,"May 1, 1993 CE",https://en.wikipedia.org/wiki/May_1,1993-05-01,Colombo,"May 1, 1993",Wikipedia — May 1,exact,assassination,Sri Lanka,Gregorian (date-page convention),complete,Ranasinghe Premadasa,Liberation Tigers of Tamil Eelam,National,"Secondary, community-edited reference",20,verified against date-page source,20,9
1,CE,2004,May,,Europe,GHCD-APR-2020,political,"Cyprus, Czech Republic, Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia, and Slovenia join the European Union.",Ten countries join the European Union,"May 1, 2004 CE",https://en.wikipedia.org/wiki/May_1,2004-05-01,Dublin,"May 1, 2004",Wikipedia — May 1,exact,supranational enlargement,,Gregorian (date-page convention),complete,,European Union,International,"Secondary, community-edited reference",20,verified against date-page source,20,10
2,CE,1194,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Europe,GHCD-APR-2021,legal,King Richard I of England gave Portsmouth its first royal charter.,Portsmouth receives royal charter,"May 2, 1194 CE",https://en.wikipedia.org/wiki/May_2,1194-05-02,Portsmouth,"May 2, 1194",Wikipedia — May 2,exact,Municipal charter,United Kingdom,Gregorian (date-page convention),complete,Richard I,Kingdom of England,National,"Secondary, community-edited reference",20,verified against date-page source,20,5
2,CE,1250,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Middle East,GHCD-APR-2022,political,Mamluks under Baybars murdered the Ayyubid sultan Turanshah over fears of losing their privileges.,Mamluks murder Turanshah,"May 2, 1250 CE",https://en.wikipedia.org/wiki/May_2,1250-05-02,,"May 2, 1250",Wikipedia — May 2,exact,Dynastic coup,Egypt,Gregorian (date-page convention),complete,Baybars; Turanshah,Ayyubid Sultanate; Mamluks,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1388,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Europe,GHCD-APR-2023,military,The surrender of the Acropolis of Athens to Nerio Acciaioli ended the Catalan presence in the Duchy of Athens.,Acropolis of Athens surrendered,"May 2, 1388 CE",https://en.wikipedia.org/wiki/May_2,1388-05-02,Athens,"May 2, 1388",Wikipedia — May 2,exact,Territorial transfer,Greece,Gregorian (date-page convention),complete,Nerio Acciaioli,Duchy of Athens,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,6
2,CE,1536,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Europe,GHCD-APR-2024,political,"Anne Boleyn was arrested and imprisoned on charges including adultery, incest, treason and witchcraft.",Anne Boleyn arrested,"May 2, 1536 CE",https://en.wikipedia.org/wiki/May_2,1536-05-02,,"May 2, 1536",Wikipedia — May 2,exact,Royal prosecution,United Kingdom,Gregorian (date-page convention),complete,Anne Boleyn,Kingdom of England,National,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1611,May,,Europe,GHCD-APR-2025,cultural,The King James Version of the Bible was published for the first time in London by printer Robert Barker.,King James Bible first published,"May 2, 1611 CE",https://en.wikipedia.org/wiki/May_2,1611-05-02,London,"May 2, 1611",Wikipedia — May 2,exact,Religious publication,United Kingdom,Gregorian (date-page convention),complete,Robert Barker,Kingdom of England,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
2,CE,1670,May,,North America,GHCD-APR-2026,economic,King Charles II of England granted a permanent charter to the Hudson's Bay Company to open the fur trade in North America.,Hudson's Bay Company chartered,"May 2, 1670 CE",https://en.wikipedia.org/wiki/May_2,1670-05-02,,"May 2, 1670",Wikipedia — May 2,exact,Chartered trade,Canada,Gregorian (date-page convention),complete,Charles II,Hudson's Bay Company; Kingdom of England,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
2,CE,1808,May,,Europe,GHCD-APR-2027,military,"The people of Madrid rose in rebellion against French occupation, marking the outbreak of the Peninsular War.",Madrid uprising against French occupation,"May 2, 1808 CE",https://en.wikipedia.org/wiki/May_2,1808-05-02,Madrid,"May 2, 1808",Wikipedia — May 2,exact,Anti-occupation uprising,Spain,Gregorian (date-page convention),complete,Francisco de Goya,French Empire,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
2,CE,1829,May,,Oceania,GHCD-APR-2028,exploration,Captain Charles Fremantle of HMS Challenger declared the Swan River Colony in Australia.,Swan River Colony declared,"May 2, 1829 CE",https://en.wikipedia.org/wiki/May_2,1829-05-02,Swan River,"May 2, 1829",Wikipedia — May 2,exact,Colonial declaration,Australia,Gregorian (date-page convention),complete,Charles Fremantle,Swan River Colony,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1866,May,,South America,GHCD-APR-2029,military,Peruvian defenders fought off the Spanish fleet at the Battle of Callao.,Battle of Callao,"May 2, 1866 CE",https://en.wikipedia.org/wiki/May_2,1866-05-02,Callao,"May 2, 1866",Wikipedia — May 2,exact,Naval battle,Peru,Gregorian (date-page convention),complete,,Peru; Spain,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1867,May,,Oceania,GHCD-APR-2030,scientific,Albert Günther published the first study recognizing that the New Zealand tuatara is not a lizard.,Tuatara recognized as distinct from lizards,"May 2, 1867 CE",https://en.wikipedia.org/wiki/May_2,1867-05-02,,"May 2, 1867",Wikipedia — May 2,exact,Biological classification,New Zealand,Gregorian (date-page convention),complete,Albert Günther,,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1876,May,,Europe,GHCD-APR-2031,political,The April Uprising broke out in Ottoman Bulgaria.,April Uprising begins,"May 2, 1876 CE",https://en.wikipedia.org/wiki/May_2,1876-05-02,,"May 2, 1876",Wikipedia — May 2,exact,National uprising,Bulgaria,Gregorian (date-page convention),complete,,Ottoman Empire,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
2,CE,1885,May,,North America,GHCD-APR-2032,military,"Cree and Assiniboine warriors won the Battle of Cut Knife, their largest victory over Canadian forces during the North-West Rebellion.",Battle of Cut Knife,"May 2, 1885 CE",https://en.wikipedia.org/wiki/May_2,1885-05-02,Cut Knife,"May 2, 1885",Wikipedia — May 2,exact,Indigenous resistance,Canada,Gregorian (date-page convention),complete,,Cree; Assiniboine; Canada,National,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1889,May,,Africa,GHCD-APR-2033,political,"Menelik II signed the Treaty of Wuchale, giving Italy control over Eritrea.",Treaty of Wuchale signed,"May 2, 1889 CE",https://en.wikipedia.org/wiki/May_2,1889-05-02,Wuchale,"May 2, 1889",Wikipedia — May 2,exact,Treaty,Ethiopia,Gregorian (date-page convention),complete,Menelik II,Ethiopian Empire; Italy,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
2,CE,1920,May,,North America,GHCD-APR-2034,social,The first game of the Negro National League baseball was played in Indianapolis.,Negro National League first game,"May 2, 1920 CE",https://en.wikipedia.org/wiki/May_2,1920-05-02,Indianapolis,"May 2, 1920",Wikipedia — May 2,exact,Organized sport,United States,Gregorian (date-page convention),complete,,Negro National League,National,"Secondary, community-edited reference",20,verified against date-page source,20,6
2,CE,1933,May,,Europe,GHCD-APR-2035,political,Germany's independent labor unions were replaced by the German Labour Front.,German labor unions replaced,"May 2, 1933 CE",https://en.wikipedia.org/wiki/May_2,1933-05-02,,"May 2, 1933",Wikipedia — May 2,exact,Labor organization,Germany,Gregorian (date-page convention),complete,,German Labour Front,National,"Secondary, community-edited reference",20,verified against date-page source,20,7
2,CE,1941,May,,Middle East,GHCD-APR-2036,military,The United Kingdom launched the Anglo-Iraqi War to restore Crown Prince 'Abd al-Ilah to power.,Anglo-Iraqi War launched,"May 2, 1941 CE",https://en.wikipedia.org/wiki/May_2,1941-05-02,,"May 2, 1941",Wikipedia — May 2,exact,Foreign intervention,Iraq,Gregorian (date-page convention),complete,'Abd al-Ilah,United Kingdom; Kingdom of Iraq,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
2,CE,1952,May,,Global,GHCD-APR-2037,technology,"A De Havilland Comet made the first jetliner flight with fare-paying passengers, from London to Johannesburg.",First fare-paying jetliner flight,"May 2, 1952 CE",https://en.wikipedia.org/wiki/May_2,1952-05-02,London; Johannesburg,"May 2, 1952",Wikipedia — May 2,exact,Commercial aviation,United Kingdom,Gregorian (date-page convention),complete,,De Havilland,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
2,CE,1963,May,,Europe,GHCD-APR-2038,scientific,Berthold Seliger launched a three-stage rocket near Cuxhaven that reached a maximum altitude of more than 100 kilometres.,Seliger three-stage rocket launched,"May 2, 1963 CE",https://en.wikipedia.org/wiki/May_2,1963-05-02,Cuxhaven,"May 2, 1963",Wikipedia — May 2,exact,Rocket development,Germany,Gregorian (date-page convention),complete,Berthold Seliger,,National,"Secondary, community-edited reference",20,verified against date-page source,20,6
2,CE,1986,May,,Europe,GHCD-APR-2039,disaster,The city of Chernobyl was evacuated six days after the Chernobyl disaster.,Chernobyl evacuated,"May 2, 1986 CE",https://en.wikipedia.org/wiki/May_2,1986-05-02,Chernobyl,"May 2, 1986",Wikipedia — May 2,exact,Nuclear accident,Ukraine,Gregorian (date-page convention),complete,,Soviet Union,Global,"Secondary, community-edited reference",20,verified against date-page source,20,10
2,CE,1998,May,,Europe,GHCD-APR-2040,economic,The European Central Bank was founded in Brussels to define and execute the European Union's monetary policy.,European Central Bank founded,"May 2, 1998 CE",https://en.wikipedia.org/wiki/May_2,1998-05-02,Brussels,"May 2, 1998",Wikipedia — May 2,exact,Central banking,Belgium,Gregorian (date-page convention),complete,,European Central Bank; European Union,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
3,CE,752,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,North America,GHCD-APR-2041,political,"Mayan king Bird Jaguar IV of Yaxchilan in modern-day Chiapas, Mexico, assumes the throne.",Bird Jaguar IV assumes the throne,"May 3, 752 CE",https://en.wikipedia.org/wiki/May_3,0752-05-03,Yaxchilan,"May 3, 752",Wikipedia — May 3,exact,Royal succession,Mexico,Gregorian (date-page convention),complete,Bird Jaguar IV,Yaxchilan,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,6
3,CE,996,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Europe,GHCD-APR-2042,political,"German king Otto III chooses his cousin Bruno of Carinthia as pope, and Bruno becomes Gregory V.",Bruno of Carinthia becomes Pope Gregory V,"May 3, 996 CE",https://en.wikipedia.org/wiki/May_3,0996-05-03,Rome,"May 3, 996",Wikipedia — May 3,exact,Papacy,Italy,Gregorian (date-page convention),complete,Otto III; Bruno of Carinthia; Pope John XV,Holy Roman Empire; Catholic Church,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
3,CE,1481,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Europe,GHCD-APR-2043,disaster,"The largest of three earthquakes strikes the island of Rhodes and causes an estimated 30,000 casualties.",Rhodes earthquake,"May 3, 1481 CE",https://en.wikipedia.org/wiki/May_3,1481-05-03,Rhodes,"May 3, 1481",Wikipedia — May 3,disputed,Earthquake,Greece,Gregorian (date-page convention),complete,,,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,8
3,CE,1491,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,Africa,GHCD-APR-2044,social,Kongo monarch Nkuwu Nzinga is baptised by Portuguese missionaries and adopts the name João I.,Nkuwu Nzinga is baptised,"May 3, 1491 CE",https://en.wikipedia.org/wiki/May_3,1491-05-03,,"May 3, 1491",Wikipedia — May 3,exact,Religious conversion,Angola,Gregorian (date-page convention),complete,Nkuwu Nzinga,Kingdom of Kongo,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,6
3,CE,1568,May,Historical date rendered in the date-page Gregorian convention; pre-Gregorian local-calendar conversion may differ.,North America,GHCD-APR-2045,military,A French force burns the San Mateo fort and massacres hundreds of Spaniards after the Spanish attack on Fort Caroline.,French forces burn San Mateo fort,"May 3, 1568 CE",https://en.wikipedia.org/wiki/May_3,1568-05-03,Fort Caroline,"May 3, 1568",Wikipedia — May 3,exact,Colonial conflict,United States,Gregorian (date-page convention),complete,,France; Spain,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
3,CE,1616,May,,Europe,GHCD-APR-2046,political,The Treaty of Loudun ends a French civil war.,Treaty of Loudun ends a French civil war,"May 3, 1616 CE",https://en.wikipedia.org/wiki/May_3,1616-05-03,Loudun,"May 3, 1616",Wikipedia — May 3,exact,Peace treaty,France,Gregorian (date-page convention),complete,,Kingdom of France,National,"Secondary, community-edited reference",20,verified against date-page source,20,6
3,CE,1715,May,,Global,GHCD-APR-2047,scientific,"A total solar eclipse is visible across northern Europe and northern Asia, as predicted by Edmond Halley to within four minutes accuracy.",Halley predicts a total solar eclipse,"May 3, 1715 CE",https://en.wikipedia.org/wiki/May_3,1715-05-03,,"May 3, 1715",Wikipedia — May 3,exact,Astronomy,,Gregorian (date-page convention),complete,Edmond Halley,,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
3,CE,1791,May,,Europe,GHCD-APR-2048,legal,The Constitution of May 3 is proclaimed by the Sejm of the Polish–Lithuanian Commonwealth.,Constitution of May 3 is proclaimed,"May 3, 1791 CE",https://en.wikipedia.org/wiki/May_3,1791-05-03,Warsaw,"May 3, 1791",Wikipedia — May 3,exact,Constitution,Poland,Gregorian (date-page convention),complete,,Polish–Lithuanian Commonwealth,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
3,CE,1802,May,,North America,GHCD-APR-2049,political,"Washington, D.C. is incorporated as a city after Congress abolishes the Board of Commissioners and establishes a mayor-council form of government.","Washington, D.C. is incorporated","May 3, 1802 CE",https://en.wikipedia.org/wiki/May_3,1802-05-03,"Washington, D.C.","May 3, 1802",Wikipedia — May 3,exact,Municipal government,United States,Gregorian (date-page convention),complete,,United States Congress,National,"Secondary, community-edited reference",20,verified against date-page source,20,6
3,CE,1808,May,,Europe,GHCD-APR-2050,military,Sweden loses the fortress of Sveaborg to Russia during the Finnish War.,Sveaborg falls to Russia,"May 3, 1808 CE",https://en.wikipedia.org/wiki/May_3,1808-05-03,Sveaborg,"May 3, 1808",Wikipedia — May 3,exact,Fortress capture,Finland,Gregorian (date-page convention),complete,,Sweden; Russian Empire,International,"Secondary, community-edited reference",20,verified against date-page source,20,7
3,CE,1811,May,,Europe,GHCD-APR-2051,military,The Anglo-Portuguese army under Lord Wellington repulses a larger French army under Marshal Masséna.,Battle of Fuentes de Oñoro,"May 3, 1811 CE",https://en.wikipedia.org/wiki/May_3,1811-05-03,Fuentes de Oñoro,"May 3, 1811",Wikipedia — May 3,exact,Battle,Spain,Gregorian (date-page convention),complete,Arthur Wellesley; André Masséna,United Kingdom; Portugal; France,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
3,CE,1830,May,,Europe,GHCD-APR-2052,technology,The Canterbury and Whitstable Railway opens as the first steam-hauled passenger railway to issue season tickets and include a tunnel.,Canterbury and Whitstable Railway opens,"May 3, 1830 CE",https://en.wikipedia.org/wiki/May_3,1830-05-03,Canterbury,"May 3, 1830",Wikipedia — May 3,exact,Railway,United Kingdom,Gregorian (date-page convention),complete,,,Regional,"Secondary, community-edited reference",20,verified against date-page source,20,7
3,CE,1837,May,,Europe,GHCD-APR-2053,cultural,"The University of Athens is founded in Athens, Greece.",University of Athens is founded,"May 3, 1837 CE",https://en.wikipedia.org/wiki/May_3,1837-05-03,Athens,"May 3, 1837",Wikipedia — May 3,exact,Higher education,Greece,Gregorian (date-page convention),complete,,University of Athens,National,"Secondary, community-edited reference",20,verified against date-page source,20,6
3,CE,1849,May,,Europe,GHCD-APR-2054,political,The May Uprising in Dresden begins as the last of the German revolutions of 1848–49.,May Uprising in Dresden begins,"May 3, 1849 CE",https://en.wikipedia.org/wiki/May_3,1849-05-03,Dresden,"May 3, 1849",Wikipedia — May 3,exact,Revolution,Germany,Gregorian (date-page convention),complete,,Kingdom of Saxony,National,"Secondary, community-edited reference",20,verified against date-page source,20,7
3,CE,1913,May,,Asia,GHCD-APR-2055,cultural,"Raja Harishchandra, the first full-length Indian feature film, is released, marking the beginning of the Indian film industry.",Raja Harishchandra is released,"May 3, 1913 CE",https://en.wikipedia.org/wiki/May_3,1913-05-03,,"May 3, 1913",Wikipedia — May 3,exact,Film,India,Gregorian (date-page convention),complete,,,National,"Secondary, community-edited reference",20,verified against date-page source,20,8
3,CE,1921,May,,Europe,GHCD-APR-2056,political,"Ireland is partitioned under British law by the Government of Ireland Act 1920, creating Northern Ireland and Southern Ireland.",Ireland is partitioned,"May 3, 1921 CE",https://en.wikipedia.org/wiki/May_3,1921-05-03,,"May 3, 1921",Wikipedia — May 3,exact,Partition,Ireland,Gregorian (date-page convention),complete,,United Kingdom,International,"Secondary, community-edited reference",20,verified against date-page source,20,9
3,CE,1942,May,,Oceania,GHCD-APR-2057,military,Japanese naval troops invade Tulagi Island in the Solomon Islands during the first part of Operation Mo.,Japanese forces invade Tulagi,"May 3, 1942 CE",https://en.wikipedia.org/wiki/May_3,1942-05-03,Tulagi,"May 3, 1942",Wikipedia — May 3,exact,World War II invasion,Solomon Islands,Gregorian (date-page convention),complete,,Empire of Japan,International,"Secondary, community-edited reference",20,verified against date-page source,20,8
3,CE,1947,May,,Asia,GHCD-APR-2058,legal,The new post-war Japanese constitution goes into effect.,Post-war Japanese constitution takes effect,"May 3, 1947 CE",https://en.wikipedia.org/wiki/May_3,1947-05-03,Tokyo,"May 3, 1947",Wikipedia — May 3,exact,Constitution,Japan,Gregorian (date-page convention),complete,,Japan,National,"Secondary, community-edited reference",20,verified against date-page source,20,9
3,CE,1948,May,,North America,GHCD-APR-2059,legal,The U.S. Supreme Court rules that covenants prohibiting the sale of real estate to Black people and other minorities are legally unenforceable.,Shelley v. Kraemer ruling,"May 3, 1948 CE",https://en.wikipedia.org/wiki/May_3,1948-05-03,"Washington, D.C.","May 3, 1948",Wikipedia — May 3,exact,Civil rights,United States,Gregorian (date-page convention),complete,,United States Supreme Court,National,"Secondary, community-edited reference",20,verified against date-page source,20,9
3,CE,1978,May,,North America,GHCD-APR-2060,technology,A Digital Equipment Corporation marketing representative sends the first unsolicited bulk commercial email to every ARPANET address on the western United States.,First unsolicited bulk commercial email is sent,"May 3, 1978 CE",https://en.wikipedia.org/wiki/May_3,1978-05-03,,"May 3, 1978",Wikipedia — May 3,exact,Electronic messaging,United States,Gregorian (date-page convention),complete,,Digital Equipment Corporation; ARPANET,Global,"Secondary, community-edited reference",20,verified against date-page source,20,8
