Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,City location,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
1,CE,1529,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-01-11,destruction,"The Spanish fort of Sancti Spiritu, the first one built in modern Argentina, is destroyed by indigenous people.",Destruction of Sancti Spiritu,"September 1, 1529",https://en.wikipedia.org/wiki/September_1,01-09,,1 September 1529,Wikipedia — September 1,Verified date; calendar conversion may be uncertain,Colonial history,Argentina,Gregorian (date-list convention),Target met,,Spanish Empire; indigenous peoples,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
1,CE,1772,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-01-12,founding,"The Mission San Luis Obispo de Tolosa is founded in San Luis Obispo, California.",Founding of Mission San Luis Obispo,"September 1, 1772",https://en.wikipedia.org/wiki/September_1,01-09,San Luis Obispo,1 September 1772,Wikipedia — September 1,Verified,Colonial history,United States,Gregorian (date-list convention),Target met,,Spanish missions in California,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
1,CE,1878,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-01-13,milestone,Emma Nutt becomes the world's first female telephone operator when she is recruited by Alexander Graham Bell to the Boston Telephone Dispatch Company.,First Female Telephone Operator,"September 1, 1878",https://en.wikipedia.org/wiki/September_1,01-09,Boston,1 September 1878,Wikipedia — September 1,Verified,Communications,United States,Gregorian (date-list convention),Target met,Emma Nutt; Alexander Graham Bell,Boston Telephone Dispatch Company,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
1,CE,1804,September,Date and description follow the cited daily historical-event list.,International,GHC-SEP-01-14,discovery,"3 Juno, one of the largest asteroids in the Main Belt, is discovered by the German astronomer Karl Ludwig Harding.",Discovery of 3 Juno,"September 1, 1804",https://en.wikipedia.org/wiki/September_1,01-09,,1 September 1804,Wikipedia — September 1,Verified,Astronomy,Germany,Gregorian (date-list convention),Target met,Karl Ludwig Harding,Main Belt asteroid 3 Juno,International,Tertiary reference with cited event list,20,Date-list verified,20,7
1,CE,1604,September,Date and description follow the cited daily historical-event list.,Asia,GHC-SEP-01-15,religious milestone,"Adi Granth, now known as Guru Granth Sahib, the holy scripture of Sikhs, is first installed at Harmandir Sahib.",Installation of the Adi Granth,"September 1, 1604",https://en.wikipedia.org/wiki/September_1,01-09,Amritsar,1 September 1604,Wikipedia — September 1,Verified,Religion,India,Gregorian (date-list convention),Target met,,Sikhism; Harmandir Sahib,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
1,CE,1831,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-01-16,founding,"The Order of St. Gregory the Great is established by Pope Gregory XVI of the Vatican State to recognize high support for the Vatican or for the Pope, by a man or a woman, and not necessarily a Roman Catholic.",Establishment of the Order of St. Gregory the Great,"September 1, 1831",https://en.wikipedia.org/wiki/September_1,01-09,Vatican City,1 September 1831,Wikipedia — September 1,Verified,Religion,Vatican City,Gregorian (date-list convention),Target met,Pope Gregory XVI,Holy See; Order of St. Gregory the Great,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
1,CE,1982,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-01-17,founding,The United States Air Force Space Command is founded.,Founding of Air Force Space Command,"September 1, 1982",https://en.wikipedia.org/wiki/September_1,01-09,,1 September 1982,Wikipedia — September 1,Verified,Military and space,United States,Gregorian (date-list convention),Target met,,United States Air Force Space Command,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
1,CE,1961,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-01-18,aviation disaster,"TWA Flight 529 crashes shortly after takeoff from Midway Airport in Chicago, killing all 78 people on board. At the time, it was the deadliest single plane disaster in U.S. history.",TWA Flight 529 Crash,"September 1, 1961",https://en.wikipedia.org/wiki/September_1,01-09,Chicago,1 September 1961,Wikipedia — September 1,Verified,Transportation,United States,Gregorian (date-list convention),Target met,,Trans World Airlines,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
1,CE,1894,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-01-19,disaster,"Over 400 people die in the Great Hinckley Fire, a forest fire in Hinckley, Minnesota.",Great Hinckley Fire,"September 1, 1894",https://en.wikipedia.org/wiki/September_1,01-09,Hinckley,1 September 1894,Wikipedia — September 1,Verified,Wildfire,United States,Gregorian (date-list convention),Target met,,Minnesota,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
1,CE,2008,September,Date and description follow the cited daily historical-event list.,Middle East,GHC-SEP-01-20,political change,Iraq War: The United States Armed Forces transfers control of Anbar Province to the Iraqi Armed Forces.,Transfer of Anbar Province Control,"September 1, 2008",https://en.wikipedia.org/wiki/September_1,01-09,Anbar Province,1 September 2008,Wikipedia — September 1,Verified,Iraq War,Iraq,Gregorian (date-list convention),Target met,,United States Armed Forces; Iraqi Armed Forces,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
2,CE,1192,September,Date and description follow the cited daily historical-event list.,Middle East,GHC-SEP-02-01,treaty,"The Treaty of Jaffa is signed between Richard I of England and Saladin, leading to the end of the Third Crusade.",Treaty of Jaffa,"September 2, 1192",https://en.wikipedia.org/wiki/September_2,02-09,Jaffa,2 September 1192,Wikipedia — September 2,Verified date; calendar conversion may be uncertain,diplomacy,Israel,Gregorian (date-list convention),Target met,Richard I; Saladin,Kingdom of England; Ayyubid Sultanate,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1601,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-02,military campaign,4th Spanish Armada makes landfall in Ireland at Kinsale.,Spanish Armada at Kinsale,"September 2, 1601",https://en.wikipedia.org/wiki/September_2,02-09,Kinsale,2 September 1601,Wikipedia — September 2,Verified,warfare,Ireland,Gregorian (date-list convention),Target met,,Spanish Empire,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
2,CE,1649,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-03,military destruction,"The Italian city of Castro is completely destroyed by the forces of Pope Innocent X, ending the Wars of Castro.",Destruction of Castro,"September 2, 1649",https://en.wikipedia.org/wiki/September_2,02-09,Castro,2 September 1649,Wikipedia — September 2,Verified,warfare,Italy,Gregorian (date-list convention),Target met,Pope Innocent X,Papal States,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
2,CE,1666,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-04,urban disaster,"The Great Fire of London breaks out and burns for three days, destroying 10,000 buildings, including Old St Paul's Cathedral.",Great Fire of London,"September 2, 1666",https://en.wikipedia.org/wiki/September_2,02-09,London,2 September 1666,Wikipedia — September 2,Verified,fire,United Kingdom,Gregorian (date-list convention),Target met,,Kingdom of England,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,10
2,CE,1752,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-05,calendar reform,"Great Britain, along with its overseas possessions, adopts the Gregorian calendar.",British Adoption of the Gregorian Calendar,"September 2, 1752",https://en.wikipedia.org/wiki/September_2,02-09,,2 September 1752,Wikipedia — September 2,Verified,institutional change,United Kingdom,Gregorian (date-list convention),Target met,,Kingdom of Great Britain,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
2,CE,1789,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-02-06,founding,The United States Department of the Treasury is founded.,Founding of the U.S. Treasury Department,"September 2, 1789",https://en.wikipedia.org/wiki/September_2,02-09,"Washington, D.C.",2 September 1789,Wikipedia — September 2,Verified,government,United States,Gregorian (date-list convention),Target met,,United States Department of the Treasury,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1806,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-07,natural disaster,"A massive landslide destroys the town of Goldau, Switzerland, killing 457.",Goldau Landslide,"September 2, 1806",https://en.wikipedia.org/wiki/September_2,02-09,Goldau,2 September 1806,Wikipedia — September 2,Verified,landslide,Switzerland,Gregorian (date-list convention),Target met,,Swiss Confederation,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
2,CE,1807,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-08,battle,Napoleonic Wars: The British Royal Navy bombards Copenhagen with fire bombs and phosphorus rockets to prevent Denmark from surrendering its fleet to Napoleon.,British Bombardment of Copenhagen,"September 2, 1807",https://en.wikipedia.org/wiki/September_2,02-09,Copenhagen,2 September 1807,Wikipedia — September 2,Verified,warfare,Denmark,Gregorian (date-list convention),Target met,Napoleon Bonaparte,Royal Navy; Denmark-Norway,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1856,September,Date and description follow the cited daily historical-event list.,Asia,GHC-SEP-02-09,political conflict,"The Tianjing incident takes place in Nanjing, China.",Tianjing Incident,"September 2, 1856",https://en.wikipedia.org/wiki/September_2,02-09,Nanjing,2 September 1856,Wikipedia — September 2,Verified,civil war,China,Gregorian (date-list convention),Target met,,Taiping Heavenly Kingdom,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1859,September,Date and description follow the cited daily historical-event list.,International,GHC-SEP-02-10,solar storm,The Carrington Event is the strongest geomagnetic storm on record.,Carrington Event,"September 2, 1859",https://en.wikipedia.org/wiki/September_2,02-09,,2 September 1859,Wikipedia — September 2,Verified,space weather,Multiple/International,Gregorian (date-list convention),Target met,Richard Carrington,Earth,International,Tertiary reference with cited event list,20,Date-list verified,20,9
2,CE,1864,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-02-11,battle,"American Civil War: Union forces enter Atlanta as the city surrenders, ending the Atlanta campaign as a victory for General William T. Sherman.",Union Capture of Atlanta,"September 2, 1864",https://en.wikipedia.org/wiki/September_2,02-09,Atlanta,2 September 1864,Wikipedia — September 2,Verified,civil war,United States,Gregorian (date-list convention),Target met,William T. Sherman,Union Army; Confederate States,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
2,CE,1870,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-02-12,battle,"Franco-Prussian War: Battle of Sedan: Prussian forces take Napoleon III of France and 100,000 of his soldiers prisoner.",Battle of Sedan,"September 2, 1870",https://en.wikipedia.org/wiki/September_2,02-09,Sedan,2 September 1870,Wikipedia — September 2,Verified,warfare,France,Gregorian (date-list convention),Target met,Napoleon III,French Empire; North German Confederation,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
2,CE,1885,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-02-13,massacre,"Rock Springs massacre: In Rock Springs, Wyoming, 150 white miners, who are struggling to unionize so they could strike for better wages and work conditions, attack their Chinese fellow workers, killing 28, wounding 15 and forcing several hundred more out of town.",Rock Springs Massacre,"September 2, 1885",https://en.wikipedia.org/wiki/September_2,02-09,Rock Springs,2 September 1885,Wikipedia — September 2,Verified,labor and ethnic violence,United States,Gregorian (date-list convention),Target met,,Chinese immigrant miners,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1898,September,Date and description follow the cited daily historical-event list.,Africa,GHC-SEP-02-14,battle,Battle of Omdurman: British and Egyptian troops defeat Sudanese tribesmen and establish British dominance in Sudan.,Battle of Omdurman,"September 2, 1898",https://en.wikipedia.org/wiki/September_2,02-09,Omdurman,2 September 1898,Wikipedia — September 2,Verified,colonial warfare,Sudan,Gregorian (date-list convention),Target met,,Anglo-Egyptian forces; Mahdist State,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
2,CE,1923,September,Date and description follow the cited daily historical-event list.,Asia,GHC-SEP-02-15,massacre,"Kantō Massacre: Amid rumors that Koreans had been conducting acts of sabotage in the aftermath of the 1923 Great Kantō earthquake, lynch mobs of Japanese begin massacring thousands of civilians over the course of several weeks, mainly ethnic minorities such as Koreans and Chinese.",Kantō Massacre,"September 2, 1923",https://en.wikipedia.org/wiki/September_2,02-09,Tokyo,2 September 1923,Wikipedia — September 2,Verified,ethnic violence,Japan,Gregorian (date-list convention),Target met,Korean and Chinese civilians,Japanese Empire,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
2,CE,1935,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-02-16,natural disaster,"The Labor Day Hurricane, the most intense hurricane to strike the United States, makes landfall at Long Key, Florida, killing at least 400.",Labor Day Hurricane,"September 2, 1935",https://en.wikipedia.org/wiki/September_2,02-09,Long Key,2 September 1935,Wikipedia — September 2,Verified,hurricane,United States,Gregorian (date-list convention),Target met,,Unknown,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1945,September,Date and description follow the cited daily historical-event list.,Asia,GHC-SEP-02-17,surrender,"World War II: The Japanese Instrument of Surrender is signed by Japan and the major warring powers aboard the battleship USS Missouri in Tokyo Bay, thus marking the official end to the war.",Japanese Instrument of Surrender,"September 2, 1945",https://en.wikipedia.org/wiki/September_2,02-09,Tokyo Bay,2 September 1945,Wikipedia — September 2,Verified,world war,Japan,Gregorian (date-list convention),Target met,,Empire of Japan; Allied powers,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,10
2,CE,1945,September,Date and description follow the cited daily historical-event list.,Asia,GHC-SEP-02-18,political change,Communist leader Ho Chi Minh proclaims the Democratic Republic of Vietnam after the end of the Nguyễn dynasty.,Proclamation of the Democratic Republic of Vietnam,"September 2, 1945",https://en.wikipedia.org/wiki/September_2,02-09,Hanoi,2 September 1945,Wikipedia — September 2,Verified,independence,Vietnam,Gregorian (date-list convention),Target met,Ho Chi Minh,Democratic Republic of Vietnam,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
2,CE,1992,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-02-19,natural disaster,"The 7.7 M w Nicaragua earthquake affects the west coast of Nicaragua. With a M s – M w disparity of half a unit, this tsunami earthquake triggers a tsunami that causes most of the damage and casualties, with at least 116 killed. Typical runup heights were 3–8 meters (9.8–26.2 ft).",Nicaragua Earthquake and Tsunami,"September 2, 1992",https://en.wikipedia.org/wiki/September_2,02-09,,2 September 1992,Wikipedia — September 2,Verified,earthquake and tsunami,Nicaragua,Gregorian (date-list convention),Target met,,Unknown,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
2,CE,1998,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-02-20,aviation disaster,"Swissair Flight 111 crashes near Peggy's Cove, Nova Scotia; all 229 people on board are killed.",Swissair Flight 111 Crash,"September 2, 1998",https://en.wikipedia.org/wiki/September_2,02-09,Peggy's Cove,2 September 1998,Wikipedia — September 2,Verified,transportation,Canada,Gregorian (date-list convention),Target met,,Swissair,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,301,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-01,founding,"San Marino, one of the smallest nations in the world and the world's oldest republic still in existence, is founded by Saint Marinus.",Founding of San Marino,"September 3, 301",https://en.wikipedia.org/wiki/September_3,03-09,San Marino,3 September 301,Wikipedia — September 3,Verified date; calendar conversion may be uncertain,state formation,San Marino,Gregorian (date-list convention),Target met,Saint Marinus,San Marino,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
3,CE,863,September,Date and description follow the cited daily historical-event list.,Asia,GHC-SEP-03-02,battle,"Major Byzantine victory under general Petronas at the Battle of Lalakaon against an Arab raid under emir Umar al-Aqta, who is killed in battle.",Battle of Lalakaon,"September 3, 863",https://en.wikipedia.org/wiki/September_3,03-09,Lalakaon,3 September 863,Wikipedia — September 3,Verified date; calendar conversion may be uncertain,military,Turkey,Gregorian (date-list convention),Target met,Petronas; Umar al-Aqta,Byzantine Empire; Abbasid Caliphate,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1189,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-03,coronation,"Richard I of England (a.k.a. Richard ""the Lionheart"") is crowned at Westminster.",Coronation of Richard I,"September 3, 1189",https://en.wikipedia.org/wiki/September_3,03-09,Westminster,3 September 1189,Wikipedia — September 3,Verified date; calendar conversion may be uncertain,monarchy,United Kingdom,Gregorian (date-list convention),Target met,Richard I,Kingdom of England,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1260,September,Date and description follow the cited daily historical-event list.,Middle East,GHC-SEP-03-04,battle,"The Mamluks defeat the Mongols at the Battle of Ain Jalut in Palestine, marking their first decisive defeat and the point of maximum expansion of the Mongol Empire.",Battle of Ain Jalut,"September 3, 1260",https://en.wikipedia.org/wiki/September_3,03-09,Ain Jalut,3 September 1260,Wikipedia — September 3,Verified date; calendar conversion may be uncertain,military,Israel,Gregorian (date-list convention),Target met,,Mamluk Sultanate; Mongol Empire,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,10
3,CE,1335,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-05,diplomatic meeting,"At the congress of Visegrád Charles I of Hungary mediates a reconciliation between two neighboring monarchs, John of Bohemia and Casimir III of Poland.",Congress of Visegrád,"September 3, 1335",https://en.wikipedia.org/wiki/September_3,03-09,Visegrád,3 September 1335,Wikipedia — September 3,Verified date; calendar conversion may be uncertain,diplomacy,Hungary,Gregorian (date-list convention),Target met,Charles I of Hungary; John of Bohemia; Casimir III of Poland,Kingdom of Hungary; Kingdom of Bohemia; Kingdom of Poland,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1650,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-06,battle,Victory over the royalists in the Battle of Dunbar opens the way to Edinburgh for the New Model Army during the English invasion of Scotland.,Battle of Dunbar,"September 3, 1650",https://en.wikipedia.org/wiki/September_3,03-09,Dunbar,3 September 1650,Wikipedia — September 3,Verified,military,United Kingdom,Gregorian (date-list convention),Target met,Oliver Cromwell,New Model Army; Scottish royalists,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1658,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-07,political change,The death of Oliver Cromwell; Richard Cromwell becomes Lord Protector of England.,Death of Oliver Cromwell,"September 3, 1658",https://en.wikipedia.org/wiki/September_3,03-09,London,3 September 1658,Wikipedia — September 3,Verified,government,United Kingdom,Gregorian (date-list convention),Target met,Oliver Cromwell; Richard Cromwell,Protectorate of England,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1777,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-03-08,battle,"American Revolutionary War: During the Battle of Cooch's Bridge, the Flag of the United States is flown in battle for the first time.",Flag Flown at Cooch's Bridge,"September 3, 1777",https://en.wikipedia.org/wiki/September_3,03-09,Cooch's Bridge,3 September 1777,Wikipedia — September 3,Verified,revolution,United States,Gregorian (date-list convention),Target met,,United States; Kingdom of Great Britain,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
3,CE,1783,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-09,treaty,American Revolutionary War: The war ends with the signing of the Treaty of Paris by the United States and the Kingdom of Great Britain.,Treaty of Paris,"September 3, 1783",https://en.wikipedia.org/wiki/September_3,03-09,Paris,3 September 1783,Wikipedia — September 3,Verified,independence,France,Gregorian (date-list convention),Target met,,United States; Kingdom of Great Britain,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,10
3,CE,1838,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-03-10,emancipation,Future abolitionist Frederick Douglass escapes from slavery.,Frederick Douglass Escapes Slavery,"September 3, 1838",https://en.wikipedia.org/wiki/September_3,03-09,,3 September 1838,Wikipedia — September 3,Verified,abolition,United States,Gregorian (date-list convention),Target met,Frederick Douglass,United States,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,9
3,CE,1843,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-11,political change,King Otto of Greece is forced to grant a constitution following an uprising in Athens.,Greek Constitution Granted,"September 3, 1843",https://en.wikipedia.org/wiki/September_3,03-09,Athens,3 September 1843,Wikipedia — September 3,Verified,constitutionalism,Greece,Gregorian (date-list convention),Target met,Otto of Greece,Kingdom of Greece,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1861,September,Date and description follow the cited daily historical-event list.,Americas,GHC-SEP-03-12,military action,"American Civil War: Confederate General Leonidas Polk invades neutral Kentucky, prompting the state legislature to ask for Union assistance.",Confederate Invasion of Kentucky,"September 3, 1861",https://en.wikipedia.org/wiki/September_3,03-09,Kentucky,3 September 1861,Wikipedia — September 3,Verified,civil war,United States,Gregorian (date-list convention),Target met,Leonidas Polk,Confederate States of America; United States,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1878,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-13,disaster,Over 640 die when the crowded pleasure boat Princess Alice collides with the Bywell Castle in the River Thames.,Princess Alice Disaster,"September 3, 1878",https://en.wikipedia.org/wiki/September_3,03-09,River Thames,3 September 1878,Wikipedia — September 3,Verified,maritime,United Kingdom,Gregorian (date-list convention),Target met,,Princess Alice; Bywell Castle,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,8
3,CE,1914,September,Date and description follow the cited daily historical-event list.,Europe,GHC-SEP-03-14,battle,"World War I: Start of the Battle of Grand Couronné, a German assault against French positions on high ground near the city of Nancy.",Battle of Grand Couronné Begins,"September 3, 1914",https://en.wikipedia.org/wiki/September_3,03-09,Nancy,3 September 1914,Wikipedia — September 3,Verified,World War I,France,Gregorian (date-list convention),Target met,,France; German Empire,Regional or national,Tertiary reference with cited event list,20,Date-list verified,20,7
3,CE,1939,September,Date and description follow the cited daily historical-event list.,International,GHC-SEP-03-15,declaration of war,"World War II: France, the United Kingdom, New Zealand and Australia declare war on Germany after the invasion of Poland, forming the Allied nations. The Viceroy of India also declares war, but without consulting the provincial legislatures.",France and Britain Declare War on Germany,"September 3, 1939",https://en.wikipedia.org/wiki/September_3,03-09,,3 September 1939,Wikipedia — September 3,Verified,World War II,Multiple/International,Gregorian (date-list convention),Target met,,France; United Kingdom; New Zealand; Australia; Germany; India,International,Tertiary reference with cited event list,20,Date-list verified,20,10
