Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,City location,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
2,CE,1582,July,,Asia,EVT-JUL-000026,war,Toyotomi Hideyoshi defeated Akechi Mitsuhide.,Battle of Yamazaki,"July 2, 1582 CE",https://en.wikipedia.org/wiki/July_2,1582-07-02,Yamazaki,1582,Wikipedia — July 2,exact,battle,Japan,Gregorian,verified,Toyotomi Hideyoshi; Akechi Mitsuhide,,international,secondary reference compilation,20,source-verified,20,8
2,CE,1644,July,,Europe,EVT-JUL-000027,war,The Battle of Marston Moor took place during the English Civil War.,Battle of Marston Moor,"July 2, 1644 CE",https://en.wikipedia.org/wiki/July_2,1644-07-02,Marston Moor,1644,Wikipedia — July 2,exact,battle,United Kingdom,Gregorian,verified,,English Civil War,international,secondary reference compilation,20,source-verified,20,8
2,CE,1645,July,,Europe,EVT-JUL-000028,war,The Battle of Alford took place during the Wars of the Three Kingdoms.,Battle of Alford,"July 2, 1645 CE",https://en.wikipedia.org/wiki/July_2,1645-07-02,Alford,1645,Wikipedia — July 2,exact,battle,United Kingdom,Gregorian,verified,,Wars of the Three Kingdoms,international,secondary reference compilation,20,source-verified,20,8
2,CE,1776,July,"The formal Declaration of Independence was publicly released two days later, on July 4.",Americas,EVT-JUL-000029,independence,"The Continental Congress adopted the Lee Resolution, severing ties with the Kingdom of Great Britain.",Adoption of the Lee Resolution,"July 2, 1776 CE",https://en.wikipedia.org/wiki/July_2,1776-07-02,,1776,Wikipedia — July 2,exact,separation resolution,United States,Gregorian,verified,,Continental Congress,international,secondary reference compilation,20,source-verified,20,8
2,CE,1823,July,,Americas,EVT-JUL-000030,independence,"The Siege of Salvador ended Portuguese rule in Brazil, with the final defeat of Portuguese crown loyalists in Bahia.",End of the Siege of Salvador,"July 2, 1823 CE",https://en.wikipedia.org/wiki/July_2,1823-07-02,Salvador,1823,Wikipedia — July 2,exact,anti-colonial victory,Brazil,Gregorian,verified,,Portuguese crown loyalists,international,secondary reference compilation,20,source-verified,20,8
2,CE,1840,July,,Middle East,EVT-JUL-000031,disaster,"A magnitude 7.4 earthquake struck present-day Turkey and Armenia; combined with the effects of an eruption on Mount Ararat, it killed 10,000 people.",Amasia earthquake,"July 2, 1840 CE",https://en.wikipedia.org/wiki/July_2,1840-07-02,,1840,Wikipedia — July 2,exact,earthquake,"Turkey, Armenia",Gregorian,verified,,,international,secondary reference compilation,20,source-verified,20,7
2,CE,1863,July,,Americas,EVT-JUL-000032,war,"On the second day of the Battle of Gettysburg, Confederate troops unsuccessfully assaulted the Union left flank, resulting in a Union victory at Little Round Top.",Battle of Little Round Top,"July 2, 1863 CE",https://en.wikipedia.org/wiki/July_2,1863-07-02,Gettysburg,1863,Wikipedia — July 2,exact,battle,United States,Gregorian,verified,,Union; Confederacy,international,secondary reference compilation,20,source-verified,20,8
2,CE,1881,July,Garfield died of complications from his wounds on September 19.,Americas,EVT-JUL-000033,political,Charles J. Guiteau shot and fatally wounded U.S. President James A. Garfield.,Shooting of James A. Garfield,"July 2, 1881 CE",https://en.wikipedia.org/wiki/July_2,1881-07-02,,1881,Wikipedia — July 2,exact,assassination attempt,United States,Gregorian,verified,Charles J. Guiteau; James A. Garfield,United States,international,secondary reference compilation,20,source-verified,20,8
2,CE,1890,July,,Americas,EVT-JUL-000034,law,The U.S. Congress passed the Sherman Antitrust Act.,Passage of the Sherman Antitrust Act,"July 2, 1890 CE",https://en.wikipedia.org/wiki/July_2,1890-07-02,,1890,Wikipedia — July 2,exact,antitrust legislation,United States,Gregorian,verified,,U.S. Congress,international,secondary reference compilation,20,source-verified,20,6
2,CE,1917,July,,Middle East,EVT-JUL-000035,war,"In the lead-up to the Battle of Aqaba, T. E. Lawrence and his Arab forces defeated an Ottoman battalion at Abu al-Lissan.",Battle of Abu al-Lissan,"July 2, 1917 CE",https://en.wikipedia.org/wiki/July_2,1917-07-02,Abu al-Lissan,1917,Wikipedia — July 2,exact,battle,Jordan,Gregorian,verified,T. E. Lawrence,Ottoman Empire; Arab forces,international,secondary reference compilation,20,source-verified,20,8
2,CE,1921,July,,Global,EVT-JUL-000036,political,"U.S. President Warren G. Harding signed the Knox–Porter Resolution, formally ending the war between the United States and Germany.",Signing of the Knox–Porter Resolution,"July 2, 1921 CE",https://en.wikipedia.org/wiki/July_2,1921-07-02,,1921,Wikipedia — July 2,exact,war termination resolution,"United States, Germany",Gregorian,verified,Warren G. Harding,United States; Germany,international,secondary reference compilation,20,source-verified,20,8
2,CE,1934,July,,Europe,EVT-JUL-000037,political,The Night of the Long Knives ended after three days of killings.,End of the Night of the Long Knives,"July 2, 1934 CE",https://en.wikipedia.org/wiki/July_2,1934-07-02,,1934,Wikipedia — July 2,exact,political purge,Germany,Gregorian,verified,,,international,secondary reference compilation,20,source-verified,20,8
2,CE,1937,July,,Oceania,EVT-JUL-000038,exploration,Amelia Earhart and navigator Fred Noonan were last heard from over the Pacific Ocean and disappeared while attempting the first equatorial round-the-world flight.,Disappearance of Amelia Earhart and Fred Noonan,"July 2, 1937 CE",https://en.wikipedia.org/wiki/July_2,1937-07-02,,1937,Wikipedia — July 2,exact,aviation disappearance,,Gregorian,verified,Amelia Earhart; Fred Noonan,,regional,secondary reference compilation,20,source-verified,20,7
2,CE,1964,July,,Americas,EVT-JUL-000039,law,"U.S. President Lyndon B. Johnson signed the Civil Rights Act of 1964, intended to prohibit segregation in public places.",Signing of the Civil Rights Act,"July 2, 1964 CE",https://en.wikipedia.org/wiki/July_2,1964-07-02,,1964,Wikipedia — July 2,exact,civil rights legislation,United States,Gregorian,verified,Lyndon B. Johnson,United States,international,secondary reference compilation,20,source-verified,20,6
2,CE,1966,July,,Oceania,EVT-JUL-000040,science,"France conducted its first nuclear weapon test in the Pacific, on Moruroa Atoll.",First French nuclear weapon test,"July 2, 1966 CE",https://en.wikipedia.org/wiki/July_2,1966-07-02,Moruroa Atoll,1966,Wikipedia — July 2,exact,nuclear weapons test,France,Gregorian,verified,,France,regional,secondary reference compilation,20,source-verified,20,7
3,CE,324,July,,Europe,EVT-JUL-000041,war,"Constantine I defeats Licinius, who flees to Byzantium.",Battle of Adrianople,"July 3, 324 CE",https://en.wikipedia.org/wiki/July_3,0324-07-03,Adrianople,"July 3, 324",Wikipedia — July 3,exact,battle,,Gregorian,verified,Constantine I; Licinius,Roman Empire,international,secondary reference compilation,20,source-verified,20,8
3,CE,987,July,,Europe,EVT-JUL-000042,political,"Hugh Capet is crowned King of France, beginning the Capetian dynasty's rule of France.",Hugh Capet crowned King of France,"July 3, 987 CE",https://en.wikipedia.org/wiki/July_3,0987-07-03,,"July 3, 987",Wikipedia — July 3,exact,coronation,France,Gregorian,verified,Hugh Capet,Kingdom of France,international,secondary reference compilation,20,source-verified,20,8
3,CE,1035,July,,Europe,EVT-JUL-000043,political,William the Conqueror becomes Duke of Normandy.,William becomes Duke of Normandy,"July 3, 1035 CE",https://en.wikipedia.org/wiki/July_3,1035-07-03,,"July 3, 1035",Wikipedia — July 3,exact,succession,France,Gregorian,verified,William the Conqueror,Duchy of Normandy,international,secondary reference compilation,20,source-verified,20,8
3,CE,1450,July,,Europe,EVT-JUL-000044,political,Jack Cade and his followers enter London unhindered by the government of King Henry VI.,Jack Cade enters London,"July 3, 1450 CE",https://en.wikipedia.org/wiki/July_3,1450-07-03,London,"July 3, 1450",Wikipedia — July 3,exact,rebellion,United Kingdom,Gregorian,verified,Jack Cade; Henry VI,Kingdom of England,international,secondary reference compilation,20,source-verified,20,8
3,CE,1535,July,,Americas,EVT-JUL-000045,exploration,Diego de Almagro leaves the recently conquered Inca capital of Cuzco to lead an expedition to Chile.,Almagro expedition to Chile,"July 3, 1535 CE",https://en.wikipedia.org/wiki/July_3,1535-07-03,Cuzco,"July 3, 1535",Wikipedia — July 3,exact,expedition,Peru; Chile,Gregorian,verified,Diego de Almagro,Inca Empire,international,secondary reference compilation,20,source-verified,20,7
3,CE,1608,July,,Americas,EVT-JUL-000046,exploration,Québec City is founded by Samuel de Champlain.,Founding of Québec City,"July 3, 1608 CE",https://en.wikipedia.org/wiki/July_3,1608-07-03,Québec City,"July 3, 1608",Wikipedia — July 3,exact,settlement founding,Canada,Gregorian,verified,Samuel de Champlain,,international,secondary reference compilation,20,source-verified,20,7
3,CE,1754,July,,Americas,EVT-JUL-000047,war,"During the French and Indian War, George Washington surrenders Fort Necessity to French forces.",Surrender of Fort Necessity,"July 3, 1754 CE",https://en.wikipedia.org/wiki/July_3,1754-07-03,Fort Necessity,"July 3, 1754",Wikipedia — July 3,exact,surrender,United States,Gregorian,verified,George Washington,,international,secondary reference compilation,20,source-verified,20,8
3,CE,1767,July,,Oceania,EVT-JUL-000048,exploration,Midshipman Robert Pitcairn discovers Pitcairn Island during an expeditionary voyage commanded by Philip Carteret.,Discovery of Pitcairn Island,"July 3, 1767 CE",https://en.wikipedia.org/wiki/July_3,1767-07-03,,"July 3, 1767",Wikipedia — July 3,exact,discovery,Pitcairn Islands,Gregorian,verified,Robert Pitcairn; Philip Carteret,,regional,secondary reference compilation,20,source-verified,20,7
3,CE,1767,July,,Europe,EVT-JUL-000049,culture,"Norway's oldest newspaper still in print, Adresseavisen, is founded and publishes its first edition.",Founding of Adresseavisen,"July 3, 1767 CE",https://en.wikipedia.org/wiki/July_3,1767-07-03,,"July 3, 1767",Wikipedia — July 3,exact,newspaper,Norway,Gregorian,verified,,,international,secondary reference compilation,20,source-verified,20,6
3,CE,1775,July,,Americas,EVT-JUL-000050,war,"During the American Revolutionary War, George Washington takes command of the Continental Army at Cambridge, Massachusetts.",Washington takes command of the Continental Army,"July 3, 1775 CE",https://en.wikipedia.org/wiki/July_3,1775-07-03,Cambridge,"July 3, 1775",Wikipedia — July 3,exact,military command,United States,Gregorian,verified,George Washington,Continental Army,international,secondary reference compilation,20,source-verified,20,8
3,CE,1778,July,,Americas,EVT-JUL-000051,war,"The Iroquois, allied with Britain, massacre 360 Patriot soldiers during the Battle of Wyoming.",Battle of Wyoming massacre,"July 3, 1778 CE",https://en.wikipedia.org/wiki/July_3,1778-07-03,Wyoming,"July 3, 1778",Wikipedia — July 3,exact,massacre,United States,Gregorian,verified,,Iroquois; Britain,international,secondary reference compilation,20,source-verified,20,8
3,CE,1814,July,,Americas,EVT-JUL-000052,war,"During the War of 1812, American forces capture Fort Erie from British troops in Upper Canada.",Capture of Fort Erie,"July 3, 1814 CE",https://en.wikipedia.org/wiki/July_3,1814-07-03,Fort Erie,"July 3, 1814",Wikipedia — July 3,exact,fort capture,Canada,Gregorian,verified,,United States; Britain,international,secondary reference compilation,20,source-verified,20,8
3,CE,1819,July,,Americas,EVT-JUL-000053,economic,"The Bank for Savings in the City of New-York, the first savings bank in the United States, opens.",Opening of the Bank for Savings in New York,"July 3, 1819 CE",https://en.wikipedia.org/wiki/July_3,1819-07-03,New York,"July 3, 1819",Wikipedia — July 3,exact,banking,United States,Gregorian,verified,,,international,secondary reference compilation,20,source-verified,20,6
3,CE,1839,July,,Americas,EVT-JUL-000054,social,"The first state normal school in the United States, forerunner to today's Framingham State University, opens in Lexington, Massachusetts, with three students.",Opening of the first state normal school,"July 3, 1839 CE",https://en.wikipedia.org/wiki/July_3,1839-07-03,Lexington,"July 3, 1839",Wikipedia — July 3,exact,education,United States,Gregorian,verified,,,international,secondary reference compilation,20,source-verified,20,6
3,CE,1848,July,,Americas,EVT-JUL-000055,social,Governor-General Peter von Scholten emancipates all remaining slaves in the Danish West Indies.,Emancipation in the Danish West Indies,"July 3, 1848 CE",https://en.wikipedia.org/wiki/July_3,1848-07-03,,"July 3, 1848",Wikipedia — July 3,exact,emancipation,United States Virgin Islands,Gregorian,verified,Peter von Scholten,Danish West Indies,international,secondary reference compilation,20,source-verified,20,6
3,CE,1849,July,,Europe,EVT-JUL-000056,war,France invades the Roman Republic and restores the Papal States.,French invasion of the Roman Republic,"July 3, 1849 CE",https://en.wikipedia.org/wiki/July_3,1849-07-03,,"July 3, 1849",Wikipedia — July 3,exact,invasion,Italy; France,Gregorian,verified,,Roman Republic; Papal States,international,secondary reference compilation,20,source-verified,20,8
3,CE,1852,July,,Americas,EVT-JUL-000057,economic,Congress establishes the United States' second mint in San Francisco.,Establishment of the San Francisco Mint,"July 3, 1852 CE",https://en.wikipedia.org/wiki/July_3,1852-07-03,San Francisco,"July 3, 1852",Wikipedia — July 3,exact,minting,United States,Gregorian,verified,,United States Congress,international,secondary reference compilation,20,source-verified,20,6
3,CE,1863,July,,Americas,EVT-JUL-000058,war,The final day of the Battle of Gettysburg culminates with Pickett's Charge.,Pickett's Charge,"July 3, 1863 CE",https://en.wikipedia.org/wiki/July_3,1863-07-03,Gettysburg,"July 3, 1863",Wikipedia — July 3,exact,battle,United States,Gregorian,verified,,Confederate States of America; Union,international,secondary reference compilation,20,source-verified,20,8
3,CE,1866,July,,Europe,EVT-JUL-000059,war,"The Austro-Prussian War is decided at the Battle of Königgrätz, enabling Prussia to exclude Austria from German affairs.",Battle of Königgrätz,"July 3, 1866 CE",https://en.wikipedia.org/wiki/July_3,1866-07-03,Königgrätz,"July 3, 1866",Wikipedia — July 3,exact,battle,Czech Republic; Germany; Austria,Gregorian,verified,,Prussia; Austria,international,secondary reference compilation,20,source-verified,20,8
3,CE,1884,July,,Americas,EVT-JUL-000060,economic,Dow Jones & Company publishes its first stock average.,First Dow Jones stock average,"July 3, 1884 CE",https://en.wikipedia.org/wiki/July_3,1884-07-03,,"July 3, 1884",Wikipedia — July 3,exact,financial index,United States,Gregorian,verified,,Dow Jones & Company,international,secondary reference compilation,20,source-verified,20,6
4,CE,362,July,,Europe,EVT-JUL-000061,war,"The Thebans, led by Epaminondas, defeat the Spartans.",Battle of Mantinea,"July 4, 362 CE",https://en.wikipedia.org/wiki/July_4,0362-07-04,Mantinea,"July 4, 362",Wikipedia — July 4,exact,battle,Greece,Gregorian,verified,Epaminondas,Thebes; Sparta,international,secondary reference compilation,20,source-verified,20,8
4,CE,26,July,,Europe,EVT-JUL-000062,war,Marcus Licinius Crassus is granted a triumph for his victory in Thrace.,Triumph of Marcus Licinius Crassus,"July 4, 26 CE",https://en.wikipedia.org/wiki/July_4,0026-07-04,,"July 4, 26",Wikipedia — July 4,exact,triumph,Bulgaria,Gregorian,verified,Marcus Licinius Crassus,Roman Empire,international,secondary reference compilation,20,source-verified,20,8
4,CE,414,July,,Europe,EVT-JUL-000063,political,"Aelia Pulcheria takes a vow of chastity and is proclaimed Augusta, becoming regent of the Byzantine Empire for her 13-year-old brother Theodosius II after the death of the previous regent, praefect Anthemius.",Pulcheria Becomes Augusta,"July 4, 414 CE",https://en.wikipedia.org/wiki/July_4,0414-07-04,,"July 4, 414",Wikipedia — July 4,exact,regency,Turkey,Gregorian,verified,Aelia Pulcheria; Theodosius II; Anthemius,Byzantine Empire,international,secondary reference compilation,20,source-verified,20,8
4,CE,638,July,The text says the proclamation was possibly due to Heraclius Constantine's bad health.,Europe,EVT-JUL-000064,political,"Heraclonas and David, sons of Emperor Heraclius, are proclaimed augustus and caesar respectively, possibly because of the ill health of their elder brother Heraclius Constantine.",Heraclonas and David Proclaimed,"July 4, 638 CE",https://en.wikipedia.org/wiki/July_4,0638-07-04,,"July 4, 638",Wikipedia — July 4,uncertain,imperial succession,Turkey,Gregorian,verified,Heraclonas; David; Heraclius; Heraclius Constantine,Byzantine Empire,international,secondary reference compilation,20,source-verified,20,8
4,CE,836,July,,Europe,EVT-JUL-000065,political,A peace treaty between the Principality of Benevento and the Duchy of Naples is signed.,Pactum Sicardi,"July 4, 836 CE",https://en.wikipedia.org/wiki/July_4,0836-07-04,,"July 4, 836",Wikipedia — July 4,exact,peace treaty,Italy,Gregorian,verified,Sicard,Principality of Benevento; Duchy of Naples,international,secondary reference compilation,20,source-verified,20,8
4,CE,993,July,,Europe,EVT-JUL-000066,religion,Ulrich of Augsburg is canonized as a saint.,Canonization of Ulrich of Augsburg,"July 4, 993 CE",https://en.wikipedia.org/wiki/July_4,0993-07-04,Augsburg,"July 4, 993",Wikipedia — July 4,exact,canonization,Germany,Gregorian,verified,Ulrich of Augsburg,,international,secondary reference compilation,20,source-verified,20,6
